Player,box_prior,FIFA_prior,box_coef,box_rating,FIFA_coef,FIFA_rating
Aaron Ramsdale,0.006872119282788525,-0.06496150989874838,-0.0017141925838129422,0.0051579266989755825,0.002646075012108686,-0.062315434886639695
Ben White,0.0045020282323757765,-0.03574489666539882,-0.0020729592440064475,0.002429068988369329,8.206932175828167e-4,-0.034924203447816
Martin Ødegaard,0.03482435971314457,0.0519049430346501,-0.002448983125004801,0.03237537658813977,6.912365384795881e-4,0.05259617957312968
Granit Xhaka,0.024328693760360842,0.00808002318462564,9.959187434664584e-5,0.02442828563470749,0.0024066099374406903,0.01048663312206633
Thomas Partey,0.029734029968585984,0.06651324965132499,-2.7762589401077414e-4,0.02945640407457521,9.668739201849926e-4,0.06748012357150998
Kieran Tierney,-0.012879466124462002,0.022688329801300533,-7.591232533982022e-4,-0.013638589377860205,-0.001496318408092567,0.021192011393207966
Emile Smith Rowe,-0.004331847366440211,-0.03574489666539882,-6.448310647179814e-4,-0.0049766784311581925,0.001565691606409853,-0.034179205058988964
Martinelli,0.015207860042367738,-0.03574489666539882,-5.525613989910478e-4,0.01465529864337669,0.0028002737177810298,-0.03294462294761779
Alexandre Lacazette,-0.014245255709177673,0.0519049430346501,-2.2971382111183216e-4,-0.014474969530289506,0.001152003472474147,0.053056946507124246
Takehiro Tomiyasu,-0.030845939240284448,-0.05035320328207349,-1.330653810847426e-4,-0.03097900462136919,0.002655716415103513,-0.04769748686696998
Cédric Soares,-0.01970782273388516,-0.03574489666539882,2.472689545563446e-4,-0.019460553779328815,0.0017083448548566463,-0.03403655181054217
Nuno Tavares,-0.02329480233170589,-0.12339473636544773,-4.967592901714999e-4,-0.02379156162187739,0.004209011929927672,-0.11918572443552006
Albert Sambi Lokonga,-0.030449279504761728,-0.07956981651542328,-0.001481402064192051,-0.03193068156895378,-1.2828126256145676e-4,-0.07969809777798473
Pierre-Emerick Aubameyang,-0.019122976630966848,0.09572986288467455,-4.363033318748928e-5,-0.01916660696415434,0.0012419651081700684,0.09697182799284462
Rob Holding,-0.0011652284890995013,-0.005407882334605096,-5.4794499706039084e-5,-0.0012200229888055403,0.0018390835972118447,-0.0035687987373932517
Eddie Nketiah,-0.0011652284890995013,-0.005407882334605096,-5.483930688890452e-4,-0.0017136215579885465,0.0020288650834839285,-0.003379017251121168
Mohamed Elneny,-0.0011652284890995013,-0.005407882334605096,2.918639927619894e-4,-8.733644963375118e-4,0.0034555099301852416,-0.0019523724044198548
Nicolas Pépé,-0.0011652284890995013,-0.005407882334605096,-6.940292801809367e-4,-0.001859257769280438,-0.0014010451253998924,-0.006808927460004988
Bernd Leno,-0.0011652284890995013,-0.005407882334605096,4.640012503428389e-4,-7.012272387566623e-4,2.2859281271271216e-4,-0.0051792895218923845
Ainsley Maitland-Niles,-0.0011652284890995013,-0.005407882334605096,-4.264052759203657e-4,-0.001591633765019867,-4.481692193736431e-4,-0.00585605155397874
Pablo Marí,-0.0011652284890995013,-0.005407882334605096,7.820451175784503e-5,-0.0010870239773416563,-5.607268004256584e-5,-0.005463955014647662
Calum Chambers,-0.0011652284890995013,-0.005407882334605096,-8.419794752737821e-4,-0.0020072079643732835,-0.0023831021634214307,-0.007790984498026527
Sead Kolašinac,-0.0011652284890995013,-0.005407882334605096,4.822595467763495e-4,-6.829689423231517e-4,4.287708768062736e-4,-0.004979111457798823
Folarin Balogun,-0.0011652284890995013,-0.005407882334605096,-9.296794901429233e-5,-0.0012581964381137936,-3.5601497244439973e-4,-0.005763897307049496
Reiss Nelson,-0.0011652284890995013,-0.005407882334605096,-5.932215671453175e-5,-0.001224550645814033,-9.853337080314339e-5,-0.005506415705408239
Ryan Alebiousu,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Zach Awe,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Miguel Azeez,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Héctor Bellerín,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Mika Biereth,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Marcelo Flores,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Omari Hutchinson,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Karl Jakob Hein,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Alex Kirk,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Mazeed Ogungbo,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Arthur Okonkwo,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Salah Oulad M'Hand,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Charlie Patino,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Zak Swanson,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
David de Gea,0.052654049731159835,0.08112155626799966,-0.008189265699850738,0.0444647840313091,-0.03170243598780069,0.04941912028019897
Bruno Fernandes,0.08225210269121241,0.139554782734699,-0.008007240061597098,0.07424486262961531,-0.02995963000353887,0.10959515273116013
Harry Maguire,0.010468584394552671,0.08112155626799966,-0.005910836602618547,0.004557747791934124,-0.02287381223888103,0.05824774402911863
Scott McTominay,0.008986123645488897,0.022688329801300533,-0.004427167857892543,0.004558955787596354,-0.02242234694201943,2.6598285928110255e-4
Cristiano Ronaldo,0.09861276701002675,0.18337970258472347,-0.007373821798810174,0.09123894521121657,-0.025928998046949578,0.15745070453777388
Victor Lindelöf,0.006484116669188689,0.022688329801300533,-0.003508631503518839,0.0029754851656698497,-0.018839644134850585,0.0038486856664499483
Fred,0.029863067898235673,0.037296636417975426,-0.004130002703490188,0.025733065194745487,-0.01896703204992012,0.018329604368055308
Jadon Sancho,-0.003288631855885571,0.12494647611802412,-0.004919658877043256,-0.008208290732928827,-0.019754642632525188,0.10519183348549893
Raphaël Varane,-0.009825873178871403,0.11033816950134945,-0.006631504238146706,-0.01645737741701811,-0.02008251867159004,0.0902556508297594
Aaron Wan-Bissaka,0.010674904835314303,0.06651324965132499,-0.004196300993353158,0.006478603841961145,-0.014475121225870155,0.052038128425454834
Diogo Dalot,-0.025359269032174003,-0.03574489666539882,-0.0034090904650817726,-0.028768359497255775,-0.016816957697980143,-0.05256185436337896
Luke Shaw,0.022187831624471466,0.08112155626799966,-0.005503071161728926,0.01668476046274254,-0.01630594243185835,0.06481561383614132
Alex Telles,-0.021911134904171625,0.0519049430346501,-0.0031248324084154214,-0.025035967312587046,-0.015724534534144553,0.036180408500505544
Nemanja Matić,0.008242921004511183,0.00808002318462564,-0.002974926703155624,0.005267994301355559,-0.01141474710508938,-0.0033347239204637395
Paul Pogba,0.11175252392241486,0.12494647611802412,-0.005673347763497311,0.10607917615891754,-0.014734604333623643,0.11021187178440048
Mason Greenwood,0.04821199082189165,-0.006528283432049031,-0.0053635417675123,0.042848449054379345,-0.013336053928497375,-0.019864337360546408
Anthony Elanga,-0.01533370460934047,-0.19643626944882175,-0.0017414779709876693,-0.01707518258032814,-0.00902571592202814,-0.2054619853708499
Marcus Rashford,-0.05081739699839316,0.09572986288467455,-0.001157541001101249,-0.05197493799949441,-0.010525072450338036,0.08520479043433651
Edinson Cavani,-0.0011652284890995013,-0.005407882334605096,-0.0021151889904010915,-0.0032804174795005928,-0.0057409285753880655,-0.011148810909993163
Eric Bailly,-0.0011652284890995013,-0.005407882334605096,8.490512160833818e-4,-3.1617727301611943e-4,-5.074207514042134e-4,-0.00591530308600931
Jesse Lingard,-0.0011652284890995013,-0.005407882334605096,-3.456716853361898e-4,-0.001510900174435691,-0.0018897439561729493,-0.0072976262907780455
Juan Mata,-0.0011652284890995013,-0.005407882334605096,-5.26446951743462e-4,-0.0016916754408429634,-0.0020524334662017788,-0.007460315800806875
Anthony Martial,-0.0011652284890995013,-0.005407882334605096,-9.451653720628297e-4,-0.002110393861162331,-0.0018990470287230904,-0.007306929363328187
Phil Jones,-0.0011652284890995013,-0.005407882334605096,-5.3623440336898696e-5,-0.0012188519294364,-9.872503627338328e-4,-0.006395132697338929
Daniel James,-0.03406777872645472,-0.021136590048723924,0.0045887515427403,-0.029479027183714424,0.0045482991918171746,-0.01658829085690675
Hannibal Mejbri,-0.0011652284890995013,-0.005407882334605096,-1.2615972181087432e-4,-0.0012913882109103756,-5.711778447172527e-4,-0.005979060179322349
Donny van de Beek,-0.0011652284890995013,-0.005407882334605096,0.0031894255171947498,0.0020241970280952485,8.835141544706282e-4,-0.004524368180134468
Shola Shoretire,-0.0011652284890995013,-0.005407882334605096,-1.5910516716826717e-5,-0.001181139005816328,-5.9533867665854855e-5,-0.005467416202270951
Alejandro Garnacho,-0.0011652284890995013,-0.005407882334605096,-8.45119940821454e-6,-0.0011736796885077159,-5.073406934237524e-5,-0.005458616403947471
Amad Diallo,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Álvaro Fernández,2.3628459821689596e-4,-0.07956981651542328,0.0026479796240839585,0.0028842642223008545,0.009416250685861723,-0.07015356582956156
Tom Heaton,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Dean Henderson,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Andreas Pereira,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Charlie Savage,-0.0011652284890995013,-0.005407882334605096,NA,NA,NA,NA
Brandon Williams,-0.04608879371014574,-0.05035320328207349,0.006666912609526757,-0.03942188110061898,0.011525137383329971,-0.03882806589874352
Łukasz Fabiański,0.06183433716051745,0.0519049430346501,-0.0023426305243520124,0.05949170663616544,-0.0035004582230401078,0.04840448481160999
Declan Rice,0.046945912173162796,0.0519049430346501,-0.0034376336408582925,0.043508278532304503,-0.0047528285794898335,0.047152114455160266
Tomáš Souček,-0.006303634110703227,0.0519049430346501,-0.0014706237460525337,-0.007774257856755761,-0.0013764485867813392,0.050528494447868756
Jarrod Bowen,0.04979775166269884,-0.006528283432049031,-0.004105796550747123,0.04569195511195172,-0.0055541590903879735,-0.012082442522437006
Michail Antonio,0.033766871701101486,0.00808002318462564,-0.0030321186894430216,0.030734753011658466,-0.003497591355220241,0.004582431829405399
Pablo Fornals,0.01910646530308302,0.00808002318462564,-0.0012182839169496312,0.01788818138613339,-0.0020423168072533585,0.006037706377372281
Aaron Cresswell,0.024356787989301854,0.00808002318462564,-0.0014797964079760139,0.02287699158132584,-0.0012637580080717325,0.006816265176553907
Craig Dawson,-0.005381598912691965,-0.021136590048723924,-0.002002720009713852,-0.0073843189224058175,-0.003191592904656936,-0.02432818295338086
